age,gender,job_role,province,salary,is_married,is_hereditary,weight,height,shampoo,is_smoker,education,stress,bald
42,male,Government Employee,Serang,4523667.44035368,1,1,59.3901677455599,187.082763765827,Merpati,0,Elementary School,3,1
34,male,,Makassar,5691835.61415064,1,0,72.9687240900537,164.190072492257,Moonsilk,0,Bachelor Degree,2,0
40,female,Employee,Jakarta,6822556.51137171,1,0,67.935569568023,175.75609962442,Moonsilk,1,Elementary School,10,1
54,male,Employee,Palu,9970288.90367666,1,0,47.5691838707187,160.862565507901,Shoulder & Head,1,Magister Degree,3,1
38,male,,Tanjung Pinang,7662164.44314005,1,0,46.3378719059555,157.932722704708,Deadbuoy,1,Senior High School,4,0
40,female,Employee,Banda Lampung,6290801.2884883,1,1,46.0131508719124,151.519690544243,Merpati,0,Junior High School,1,0
45,female,Government Employee,Mamuju,13229733.178669,1,0,50.7009737221553,150.407766544725,Pantone,0,Bachelor Degree,3,1
25,male,Government Employee,Mataram,9459186.06812207,1,0,,172.370392469992,Pantone,0,Magister Degree,9,1
44,male,Government Employee,Jakarta,13562600.5191767,1,1,46.337362465458,148.742668359481,Moonsilk,0,Bachelor Degree,6,1
44,male,Government Employee,Kendari,6591225.83633084,1,0,53.3669271910739,175.158110907996,Shoulder & Head,1,Junior High School,,1
43,female,Government Employee,Banjarmasin,5764889.36520549,1,0,47.7142014661002,163.252100425245,Shoulder & Head,0,Bachelor Degree,7,1
40,female,,Tanjung Pinang,12899702.6398599,1,0,64.8406060081481,182.346621473587,Pantone,1,Junior High School,7,0
56,male,Employee,Pekanbaru,6811622.92073981,1,0,48.7862679999636,,Merpati,1,Magister Degree,6,1
43,male,Government Employee,Kupang,4159354.14614019,1,,55.9619888357264,173.459565407032,Deadbuoy,1,Magister Degree,7,1
36,male,Employee,Jayapura,20529524.4966368,1,1,57.4117394733984,161.48198224048,Pantone,1,Bachelor Degree,3,1
55,male,Employee,Palembang,5952405.17303018,1,0,42.3268734310241,154.459182347526,Merpati,0,Bachelor Degree,2,1
26,female,Government Employee,Palu,7954334.6899596,1,1,60.7761543465904,167.768332801973,Shoulder & Head,1,Bachelor Degree,7,1
47,male,Government Employee,Yogyakarta,14821027.892397,1,0,53.963100304065,158.148223112678,Moonsilk,1,Magister Degree,10,1
55,male,Employee,Denpasar,6711912.08106078,1,0,52.1517947161542,176.219978514071,Deadbuoy,0,Bachelor Degree,1,1
19,male,Government Employee,Banda Lampung,5756210.82407802,0,0,46.9301340547368,151.194607343615,Pantone,1,Bachelor Degree,1,0
30,female,,Pekanbaru,9907657.48730126,1,0,73.1769018197088,190.777391057634,Deadbuoy,1,Bachelor Degree,1,0
54,male,Employee,Jambi,8163643.85400978,1,0,63.4556742355828,190.379521647743,Shoulder & Head,0,Bachelor Degree,4,0
39,male,Government Employee,Pontianak,7083551.36566296,1,0,53.5369170675635,161.495941431484,Moonsilk,1,Junior High School,8,1
43,female,Government Employee,Manado,16629901.1485274,1,1,47.1033424558004,176.595751171644,Merpati,1,Junior High School,2,1
47,male,Government Employee,Makassar,11251318.0710353,1,0,59.8543813505401,163.0249051707,Shoulder & Head,0,Bachelor Degree,4,1
40,male,Employee,Semarang,12052140.050322,1,1,63.1554923223073,162.115196502138,Deadbuoy,1,Bachelor Degree,10,1
33,male,,Bengkulu,5459195.5927422,1,0,50.1995613368321,157.262540508141,Merpati,1,Senior High School,4,0
52,male,Government Employee,Bengkulu,18025426.9339375,1,0,54.2884409442895,181.543584829471,Moonsilk,0,Senior High School,9,1
37,male,Employee,Bengkulu,12805715.8214839,1,0,48.980246088634,162.276725655712,Deadbuoy,1,Senior High School,4,1
49,male,Government Employee,Manado,5623732.11777777,1,0,43.9807457839369,180.104521972479,Merpati,0,Senior High School,1,1
47,male,Employee,Bengkulu,5230531.64949502,1,0,59.4660084839658,173.313152557844,Moonsilk,0,Bachelor Degree,9,1
42,female,Government Employee,Tanjung Pinang,7270300.49395061,1,0,44.6586921223244,180.930460128541,Pantone,0,Senior High School,1,0
63,male,Employee,Semarang,9357449.67323216,1,0,58.9167173808299,146.390414245574,Shoulder & Head,0,Bachelor Degree,8,1
51,male,Employee,Medan,14343593.4833996,1,0,58.0981192943969,168.851292873179,Moonsilk,1,Magister Degree,5,1
56,male,,Tanjungselor,8032880.7781742,1,0,58.0759471687766,162.966940309496,Pantone,0,Senior High School,3,0
34,female,Government Employee,Ambon,5252953.78736747,1,1,68.9623909498337,185.982810015493,Moonsilk,1,Junior High School,2,1
39,female,Employee,Palu,11161510.5318398,,1,69.1936368390639,172.599149877614,Moonsilk,1,Junior High School,8,1
44,female,Government Employee,Mamuju,5328688.90399794,1,0,44.0236036876032,157.729102107561,Deadbuoy,0,Senior High School,8,1
35,female,,Pontianak,11091975.1213922,1,0,47.4805855368716,159.461315035154,Merpati,1,Bachelor Degree,1,0
54,male,Employee,Banda Lampung,4144908.78077773,1,1,56.2982356814155,188.369210473401,Pantone,0,Bachelor Degree,10,1
51,female,Government Employee,Palembang,,1,0,48.664686724352,163.149569892203,Deadbuoy,1,Bachelor Degree,6,1
32,female,,Jayapura,9937152.87911667,1,0,51.5213466833956,159.966411429004,Moonsilk,1,Senior High School,4,0
39,female,Government Employee,Pekanbaru,4977624.9210223,1,0,53.6785092834814,170.56503212446,Pantone,1,Bachelor Degree,1,0
35,female,,Palangkaraya,,1,1,51.1706513441093,155.914715105576,Merpati,0,Bachelor Degree,5,0
37,female,Employee,Medan,9552723.74175664,1,0,50.0137373112287,162.939635685499,Pantone,0,Bachelor Degree,3,0
35,male,Government Employee,Bengkulu,5551985.07669638,1,0,56.929188540914,170.442858013019,Merpati,0,Senior High School,7,1
30,female,,Serang,7211729.4970151,1,0,53.3513970801285,177.67007247359,Deadbuoy,1,Magister Degree,2,0
38,male,Employee,Bandung,10072406.4384625,1,0,88.2475999208502,175.556166277552,Deadbuoy,0,Magister Degree,9,0
34,male,Government Employee,Banda Lampung,15344416.7120803,1,0,44.9683712487541,149.497868335039,Deadbuoy,1,Bachelor Degree,6,1
62,male,Employee,Banda Aceh,4426789.40258608,1,0,60.1676557981475,166.641441204676,Shoulder & Head,0,Senior High School,3,1
44,female,,Jambi,23532384.1352999,1,0,55.2297269381164,153.114082103446,Shoulder & Head,1,Bachelor Degree,3,0
18,male,Employee,Ambon,8932664.8176168,0,1,57.5783155625542,177.159768548169,Deadbuoy,0,Bachelor Degree,9,1
41,female,,Manokwari,4452463.15319515,1,0,52.7857438472388,187.354126878206,Pantone,0,Bachelor Degree,8,0
35,male,Government Employee,Pontianak,8340826.64946809,1,0,52.9248307621235,165.34259516681,Moonsilk,0,Bachelor Degree,8,1
36,female,Employee,Banda Lampung,6183770.52724122,1,0,55.814651909951,184.629016930288,Moonsilk,0,Bachelor Degree,8,0
30,male,Government Employee,Samarinda,6689356.38265118,1,1,53.211029714039,166.780126139095,Pantone,1,Bachelor Degree,7,
29,female,Government Employee,Tanjung Pinang,14739867.1470107,1,0,50.5347545862414,159.787521443851,Pantone,0,Senior High School,8,1
50,male,Government Employee,Ambon,5278767.60153709,1,0,57.1043255002986,184.424602689582,Merpati,0,Elementary School,3,1
23,male,Employee,Banda Lampung,10422218.6121814,1,1,57.1751593471338,174.792029697118,Deadbuoy,0,Bachelor Degree,4,1
49,male,Employee,Surabaya,6170297.67413402,1,1,55.9039469501222,153.652749870361,Pantone,0,Bachelor Degree,5,1
33,female,Government Employee,Palu,8736950.83084891,1,0,56.9943279349037,163.129970522549,Moonsilk,1,Senior High School,1,0
50,male,Government Employee,Mataram,10301718.1890716,1,0,63.6008038862398,154.920530501926,Pantone,0,Bachelor Degree,5,1
44,male,,Mataram,12355387.5336468,1,0,59.0850628443867,162.14549599841,Moonsilk,0,Bachelor Degree,2,0
43,male,Government Employee,Serang,12495788.6095917,1,0,72.7623367459471,178.302400744992,Pantone,1,Senior High School,10,1
35,female,Government Employee,Manado,5307282.987197,1,1,56.992291094787,177.561508370886,Merpati,1,Bachelor Degree,5,1
22,female,Employee,Manado,7673774.60301494,1,0,46.2430752806645,170.437768927706,Merpati,0,Bachelor Degree,7,0
37,male,Government Employee,Denpasar,10681392.2109288,1,0,47.6636290756082,159.379386286943,Moonsilk,0,Senior High School,3,1
58,male,Employee,Pangkalpinang,14729246.3512821,1,0,43.3522249501852,175.608279021903,Moonsilk,1,Bachelor Degree,7,1
51,male,Government Employee,Manokwari,6497805.29758736,1,0,55.735650075027,182.090916023139,Pantone,0,Senior High School,2,1
44,male,,Sofifi,11199666.8777566,1,0,47.6193833268625,175.84890935491,,0,Bachelor Degree,6,0
50,female,Government Employee,Medan,7955562.00323057,1,0,51.3866031503032,155.718380916101,Merpati,1,Junior High School,8,1
18,male,Employee,Serang,17677784.9693362,0,0,45.79120266823,163.201634744657,Shoulder & Head,0,Senior High School,9,0
26,male,Employee,Kendari,4019832.86779207,1,0,59.4234574129795,174.065364282751,Moonsilk,1,Bachelor Degree,4,0
36,female,Employee,Pangkalpinang,6081970.55284338,1,0,51.7229944484142,177.080569629816,Deadbuoy,0,Bachelor Degree,2,0
33,male,Government Employee,Serang,6995538.48450765,1,1,44.7297393068974,154.316104053874,Pantone,0,Bachelor Degree,6,1
37,male,Employee,Kupang,3634632.6633197,1,0,59.8112037632743,153.151881819659,Pantone,1,Junior High School,2,0
33,male,,Medan,5033800.46747968,1,0,69.0844333722122,176.246947552015,Moonsilk,0,Junior High School,4,0
40,male,Employee,Semarang,12094094.6448521,,1,50.3485083179671,167.563279316226,Moonsilk,1,Bachelor Degree,6,1
17,male,Government Employee,Pangkalpinang,8443740.1224335,0,0,45.4735139238907,155.900630094054,Shoulder & Head,,Magister Degree,10,1
37,male,Jobless,Banda Aceh,7094839.8975178,1,0,63.3071481329207,167.22865612209,Pantone,1,Magister Degree,6,1
52,female,Government Employee,Jakarta,6818362.05090995,1,0,,161.62701948994,Pantone,1,Senior High School,3,1
36,female,Government Employee,Mataram,8952999.65090458,1,1,48.4028423717578,170.013961017888,Pantone,0,Bachelor Degree,4,1
21,male,Jobless,Jambi,7225247.03156093,1,0,53.5429199538974,171.474512779109,,0,Bachelor Degree,5,1
32,female,Government Employee,Gorontalo,5860159.69249233,1,0,42.4195179921174,170.808960241229,Merpati,0,Doctoral Degree,4,0
49,female,,,8705630.28378831,1,0,57.5334627849943,165.678844623837,Pantone,1,Senior High School,1,0
37,male,,Palangkaraya,5564324.49851063,1,0,52.0158769080631,163.715739666692,Deadbuoy,0,Senior High School,6,0
23,,Employee,Samarinda,11859647.0590376,1,1,51.9485844890074,164.336962670374,Pantone,0,Bachelor Degree,8,1
41,female,Employee,Samarinda,5372436.28283151,1,0,59.8363537460702,177.009227438004,Deadbuoy,1,Senior High School,5,1
49,male,Government Employee,Mamuju,7185928.05869267,1,0,52.038921015021,149.12392962264,Moonsilk,0,Bachelor Degree,8,1
36,male,Employee,Bandung,6802122.78820799,1,0,46.7725931015504,142.326856199993,Shoulder & Head,0,Bachelor Degree,7,0
40,male,Employee,Pangkalpinang,8867420.58304972,1,1,45.1128738061253,178.983522178025,Deadbuoy,0,Senior High School,8,1
40,male,Employee,Ambon,14903700.5301491,1,0,52.0796960255147,167.24310405712,Merpati,1,Senior High School,6,1
37,male,,Jayapura,3539458.00912911,1,0,41.6125227180101,159.456247757231,Pantone,,Magister Degree,4,0
53,male,Employee,Banda Aceh,14960349.5409846,1,0,56.7136444532329,168.717947849662,Pantone,0,Bachelor Degree,1,1
56,female,Employee,Sofifi,8160158.87628771,1,0,46.8833786893417,165.625815508326,Shoulder & Head,1,Senior High School,4,1
40,male,Government Employee,Palu,8116296.52784966,1,0,58.414556763854,159.78458454633,Pantone,1,Senior High School,6,1
33,male,Employee,Denpasar,9144706.59133045,1,1,50.5249185856485,166.24523798754,Pantone,1,Bachelor Degree,4,1
39,male,Government Employee,Jayapura,4426912.34415332,1,1,70.056486534669,155.8912106161,Deadbuoy,1,Elementary School,6,1
31,female,Employee,Semarang,3058592.63232096,1,0,44.4477244630822,168.065166554654,Merpati,0,Bachelor Degree,6,0
55,male,Government Employee,Jakarta,6151818.71773336,1,0,,161.401189873823,Merpati,0,Magister Degree,2,1
42,male,Employee,Ambon,7352546.67201958,1,0,48.6933252950083,146.65121551871,Deadbuoy,0,Bachelor Degree,3,1
46,male,Employee,Serang,3497381.36828562,1,0,51.2154830431768,181.385637391598,Moonsilk,1,,5,1
38,male,Government Employee,Mamuju,7487492.58367742,1,0,52.9910887553819,165.127906477059,Moonsilk,0,Senior High School,1,0
32,male,Government Employee,Kendari,9499471.40107457,1,0,49.5240436852729,156.928742501714,Deadbuoy,0,Bachelor Degree,2,0
51,male,Employee,Jambi,8517313.3536783,1,1,62.1283495762604,153.208272460243,Pantone,1,Senior High School,1,1
50,male,,Pangkalpinang,6070670.32820042,1,0,58.2706227385193,160.4411848873,Pantone,1,Bachelor Degree,6,1
40,male,Government Employee,Jayapura,5352380.5357809,1,0,58.783931722709,167.628848059105,Moonsilk,1,Junior High School,10,1
25,female,Employee,Serang,6431255.46505476,1,0,84.556286071197,175.881505068101,Deadbuoy,0,Senior High School,8,0
17,male,Government Employee,Kupang,9300775.30288589,0,0,44.8420117599929,157.366393656407,Shoulder & Head,1,Bachelor Degree,4,0
23,male,Government Employee,Denpasar,8771300.97717544,1,0,62.5730338979187,182.302865380009,Pantone,0,Bachelor Degree,4,1
44,female,Employee,Palu,12937849.1641318,1,1,58.545036938227,158.343364331187,Merpati,1,Senior High School,3,1
36,male,Government Employee,Pontianak,9205296.52078729,1,0,52.0317168770572,159.577769980823,Pantone,1,Bachelor Degree,8,1
33,male,Employee,Pekanbaru,9796290.90006102,1,0,88.6175175697539,192.347742667266,Shoulder & Head,0,Magister Degree,7,1
25,male,Employee,Bandung,8330980.63031121,1,0,56.0787572356717,159.319201145712,Shoulder & Head,0,Bachelor Degree,2,0
30,female,Employee,Yogyakarta,7630873.96983256,1,0,67.8773401673065,169.946911492682,Shoulder & Head,0,Bachelor Degree,8,0
54,female,,Ambon,5462124.3024808,1,0,93.5013892240913,201.179875017506,Moonsilk,1,Bachelor Degree,4,0
32,male,Government Employee,Tanjungselor,16744332.8283024,1,0,47.6432804748862,182.058463620368,Pantone,1,Bachelor Degree,1,0
54,male,Government Employee,Mataram,7741196.05482802,1,0,48.1226538448952,172.004860702103,Deadbuoy,1,Senior High School,3,0
49,male,Employee,Banda Lampung,11943290.4877283,1,0,50.2389544894514,156.698605836755,Shoulder & Head,1,Junior High School,5,0
41,female,Government Employee,Palangkaraya,5294692.63291675,1,0,63.9648652760873,167.265405109357,Deadbuoy,0,Bachelor Degree,9,1
53,male,Employee,Makassar,13708099.8956369,1,0,56.6309979057871,170.340948512527,Merpati,0,Bachelor Degree,3,1
39,male,Government Employee,Tanjung Pinang,6381812.72889738,1,0,51.4307898450054,165.351989978827,Deadbuoy,0,Bachelor Degree,1,0
30,male,Employee,Jayapura,8900588.94018762,1,0,50.9053087719707,182.364731483917,Pantone,1,Bachelor Degree,4,1
43,,Employee,Jayapura,5935849.44117679,1,0,64.8602213667372,179.55090634121,Moonsilk,1,Senior High School,6,1
40,male,,Banda Lampung,6119382.58190081,1,0,78.0256572646986,175.633908405592,Deadbuoy,1,Bachelor Degree,6,0
11,female,Government Employee,Palu,6188549.08413937,0,0,54.2205983302096,168.801025791507,Moonsilk,0,Senior High School,10,0
35,female,Employee,Manokwari,7251102.76126715,1,0,75.5671356809235,194.447773162822,Pantone,1,Senior High School,4,0
37,female,Employee,Mamuju,3137546.92631248,1,0,46.0975190276502,157.051718145432,Pantone,0,Bachelor Degree,4,0
38,male,Government Employee,Semarang,7614162.11081635,1,1,47.5672009844387,161.605662255948,Shoulder & Head,0,Bachelor Degree,5,1
42,female,Employee,Kendari,8253269.43350488,1,0,48.7020713192455,175.582299634057,Merpati,1,Bachelor Degree,4,1
37,male,Employee,Gorontalo,7430916.01036583,1,0,50.8099278869053,153.579258496831,Shoulder & Head,0,Bachelor Degree,7,0
52,male,Employee,Jambi,6260747.97172446,1,0,69.9383799248401,172.637952175042,Deadbuoy,1,Junior High School,5,1
31,male,Jobless,Tanjungselor,16559451.1843899,1,0,68.6447426398671,160.589765276583,Moonsilk,1,Junior High School,9,1
47,male,Employee,Jakarta,5509538.16621745,1,0,48.9959297076716,156.809744049166,Shoulder & Head,0,Magister Degree,7,1
46,male,Employee,Jakarta,3766660.84233331,1,0,52.3670017651178,165.534578885153,Pantone,0,Bachelor Degree,2,1
35,female,Government Employee,Makassar,13178574.2790301,1,1,48.6328431904889,186.495236363346,Deadbuoy,0,Senior High School,9,1
55,female,Employee,Samarinda,6626580.65168701,1,0,57.5030890421626,178.629540794448,Deadbuoy,1,Bachelor Degree,10,1
56,male,,Kendari,4845642.55743029,1,0,67.0220782691392,169.48842435587,Shoulder & Head,1,Senior High School,2,1
34,male,Employee,Bandung,6155233.80774262,1,0,45.7162554525293,153.231751529518,Moonsilk,0,Bachelor Degree,3,0
45,male,,Palembang,10171340.5692541,1,0,55.3625580294532,182.713589922105,Deadbuoy,0,Junior High School,10,0
35,female,Government Employee,Padang,8524418.0503652,1,,61.5514380706712,167.286826071327,Moonsilk,0,Magister Degree,9,0
48,male,Government Employee,Palu,8326773.75376739,1,0,48.1609372456318,166.354470510045,Moonsilk,1,Senior High School,3,1
55,female,Government Employee,Gorontalo,6426787.54384488,1,0,,162.16011890877,Pantone,0,Senior High School,5,1
28,male,,Tanjungselor,4857236.42634861,1,0,54.4792768361311,164.738554231732,Merpati,0,Senior High School,3,1
48,female,Employee,Jakarta,5888164.36304534,1,1,49.5068701312896,159.167203814836,Deadbuoy,1,Doctoral Degree,2,1
27,male,Government Employee,Tanjungselor,9137886.3680065,1,1,69.7441247206663,177.013955890029,Moonsilk,0,Bachelor Degree,8,1
61,male,,Banda Aceh,10145591.4498866,1,0,50.1593978281797,152.679418755833,Shoulder & Head,0,Elementary School,7,1
50,female,,Bengkulu,15403426.8193471,1,1,67.7669643447346,167.941381323394,Merpati,0,Senior High School,9,1
57,male,Government Employee,Padang,16118208.367771,1,0,55.6822516246936,173.906303667666,Merpati,0,,7,1
31,male,Employee,Banda Aceh,6189960.8023197,1,1,57.5699745348361,170.068893430345,Shoulder & Head,0,Bachelor Degree,2,0
39,male,Employee,Medan,9853433.76390712,1,0,69.5938419821976,174.175907547216,Pantone,0,Senior High School,8,1
47,male,Government Employee,Tanjungselor,13147727.8094508,1,0,55.0924423095035,173.692735385441,Pantone,0,Magister Degree,3,1
52,male,Government Employee,Banjarmasin,,1,1,59.2262280156305,166.932955226514,Merpati,0,Bachelor Degree,3,1
28,male,,Medan,5423055.41097616,1,0,57.4228649835643,159.958190069157,Moonsilk,0,Bachelor Degree,3,0
45,male,Government Employee,Surabaya,6133341.9062617,1,0,50.6133209338751,171.997280095249,Deadbuoy,1,Bachelor Degree,4,1
60,male,,Palu,,1,0,59.3922717630452,169.95346797388,Pantone,1,Magister Degree,3,1
38,,,Bandung,6478118.39361395,1,0,48.6559161769246,180.564928447475,Deadbuoy,1,Bachelor Degree,8,0
34,male,Government Employee,Yogyakarta,12454429.4647386,1,0,66.9459972478057,179.334196987606,Deadbuoy,1,Bachelor Degree,3,1
29,male,Employee,Bandung,11677104.6520048,1,0,61.8305822026818,178.457892435394,Shoulder & Head,0,Bachelor Degree,5,0
41,male,Government Employee,Palembang,11860225.4335714,1,0,67.5188391393907,174.638889646666,Deadbuoy,0,Bachelor Degree,9,1
38,male,,Bengkulu,6977251.99248914,1,1,54.6894064649946,155.687428684021,Pantone,1,Bachelor Degree,4,0
47,female,,Pekanbaru,7584566.18106737,1,1,65.460696516625,166.38733697437,Shoulder & Head,1,Bachelor Degree,4,1
42,female,,Yogyakarta,4870183.00012469,1,0,53.8442735082808,190.00675456549,Pantone,0,Magister Degree,8,0
45,male,Government Employee,Jayapura,8418290.67705722,1,0,48.142360211288,183.081252102383,Moonsilk,1,Bachelor Degree,8,1
26,male,Employee,Padang,4253788.64675423,1,1,59.9710471921919,153.427628755948,Merpati,1,Senior High School,6,1
40,male,Employee,Surabaya,12212589.7553663,1,1,59.9985986828179,169.162817789735,Deadbuoy,0,Bachelor Degree,6,1
19,male,,Bengkulu,7145355.25874935,0,0,48.5729218053695,166.83805614368,Shoulder & Head,0,Elementary School,10,0
41,female,Government Employee,Mataram,16261383.9296041,1,0,47.5631608893552,175.359186374975,Moonsilk,0,Senior High School,9,1
50,female,Government Employee,Banjarmasin,8870616.71286087,1,0,49.1683917768044,163.246840866672,Moonsilk,0,Bachelor Degree,3,1
44,male,Government Employee,Semarang,4789839.0046698,1,0,55.9601135439576,172.902199804095,Merpati,0,Bachelor Degree,7,1
35,male,Employee,Pontianak,7933884.95704753,1,0,51.37753923651,160.343613147459,Deadbuoy,1,Bachelor Degree,7,1
28,male,,Banjarmasin,23709625.9879211,1,0,71.8257048269441,173.093131738999,Pantone,0,Senior High School,10,0
53,female,,Mataram,7776172.10115567,1,1,92.8972110893547,192.724261187142,Deadbuoy,1,Bachelor Degree,9,1
39,male,Government Employee,Banjarmasin,3863152.32304028,1,0,61.5744180459211,170.38050160274,Deadbuoy,1,Magister Degree,3,1
32,male,Employee,Yogyakarta,6024409.24844859,1,0,44.4324383850697,154.578859199659,Deadbuoy,0,Senior High School,9,0
51,female,Employee,Tanjungselor,14238747.6766454,1,0,69.0143762199994,167.239082078563,Shoulder & Head,1,Bachelor Degree,6,1
48,male,Employee,Gorontalo,10449717.877747,1,0,64.0033003686001,182.297491375781,Moonsilk,0,Bachelor Degree,3,0
42,female,Government Employee,Kendari,7197661.46144056,1,0,56.5217417025448,163.110683800326,Deadbuoy,1,Bachelor Degree,6,1
,female,Employee,Yogyakarta,5921816.2653617,1,0,50.208374213557,165.338893597762,Moonsilk,0,,1,0
35,female,Government Employee,,13554525.917432,1,0,46.3630336718193,,Deadbuoy,0,Bachelor Degree,6,0
58,male,Government Employee,Kupang,6765870.08792713,1,0,49.0809662626851,150.069974776881,Shoulder & Head,0,Senior High School,3,1
37,male,Employee,Semarang,9027857.57573538,1,0,44.0015912254586,161.96587322026,Shoulder & Head,0,Magister Degree,4,1
39,male,Government Employee,Serang,8051073.75042846,1,0,53.4789245672317,156.720603994148,Moonsilk,1,Bachelor Degree,2,0
36,male,Government Employee,Jakarta,8786988.0960663,1,0,52.1091737045698,156.743540916943,Moonsilk,1,Bachelor Degree,10,1
37,male,Government Employee,Ambon,13189329.4336235,1,0,49.7316562812469,166.674650996281,Moonsilk,1,Senior High School,2,1
28,male,Employee,Jakarta,7584378.25184341,1,0,67.4219924282166,154.00165509925,Deadbuoy,0,Junior High School,7,0
39,male,Employee,Bandung,4120172.32494269,1,0,75.051042513745,185.669662081475,Shoulder & Head,0,Bachelor Degree,10,0
30,female,Government Employee,Denpasar,9691513.76641615,1,0,,162.524699297776,Deadbuoy,1,Doctoral Degree,6,0
40,female,Employee,Palangkaraya,9116658.19832592,1,0,53.6869419807849,184.518081968493,Deadbuoy,1,Bachelor Degree,4,0
,male,Employee,Ambon,8428640.43378525,1,1,51.6253523261484,172.53445585229,Pantone,1,Bachelor Degree,8,1
34,male,Employee,Serang,8404229.18152063,1,0,53.474126379414,175.53927476298,Moonsilk,0,Senior High School,10,0
